ID,Categoría,Subcategoría,Código,Nombre,Descripción,Precio,Costo,Proveedor,Activo,Favorito,Control de Stock,Stock,Margen,Contiene modificadores,Permitir vender solo,Posición,Tienda Online,Menú QR,Vender sin stock
19,Bebidas Gatunas Frías,Frappé's Gatunos,,CHOCO AVELLANA FRAPPÉ,,10.0,,,Si,No,Si,,,No,No,3400000,Según categoría,Según categoría,No
454,Bebidas Gatunas Frías,Frappé's Gatunos,,CHOCOCEREZA FRAPPÉ,,10.0,,,Si,No,No,,,No,No,32400000,Según categoría,Según categoría,No
18,Bebidas Gatunas Frías,Frappé's Gatunos,,CHOCOLATE BLANCO FRAPPÉ,,10.0,,,Si,No,Si,,,No,No,4100000,Según categoría,Según categoría,No
17,Bebidas Gatunas Frías,Frappé's Gatunos,,CHOCOLATE FRAPPÉ,,10.0,,,Si,No,Si,,,No,No,4400000,Según categoría,Según categoría,No
829,Bebidas Gatunas Frías,Frappé's Gatunos,,CHOCORETAS FRAPPÉ,,15.0,,,Si,No,Si,,,No,No,68800000,Según categoría,Según categoría,Si
77,Bebidas Gatunas Frías,Frappé's Gatunos,,CONEJITO TURÍN FRAPPÉ,,26.0,15.12,,Si,No,Si,,10.88,No,No,5100000,Según categoría,Según categoría,No
78,Bebidas Gatunas Frías,Frappé's Gatunos,,COOKIES & CREAM (OREO) FRAPPÉ,,25.0,9.1044,,Si,No,Si,,15.8956,No,No,5200000,Según categoría,Según categoría,Si
305,Bebidas Gatunas Frías,Frappé's Gatunos,,CREMA BATIDA,,0.0,6.9,,Si,No,Si,,-6.9,No,No,19300000,Según categoría,Según categoría,Si
853,Bebidas Gatunas Frías,Frappé's Gatunos,,DRAGON FRUIT,,0.0,,,No,No,Si,,,No,Si,71200000,Según categoría,Según categoría,Si
79,Bebidas Gatunas Frías,Frappé's Gatunos,,FERRERO FRAPPÉ,,35.0,15.0,,Si,No,Si,,20.0,No,No,5800000,Según categoría,Según categoría,Si
13,Bebidas Gatunas Frías,Frappé's Gatunos,,FRAPPÉ 14 OZ (CH),,0.0,0.0,,Si,No,Si,,0.0,No,No,17300000,Según categoría,Según categoría,Si
285,Bebidas Gatunas Frías,Frappé's Gatunos,,FRAPPÉ 16 OZ (G),,12.0,19.0195,,Si,No,Si,,-7.0195,No,No,17200000,Según categoría,Según categoría,Si
522,Bebidas Gatunas Frías,Frappé's Gatunos,,Frappé' Bobah,,79.0,,,No,No,No,,,No,Si,39100000,Según categoría,Según categoría,No
15,Bebidas Gatunas Frías,Frappé's Gatunos,,FRAPPÉ CHAI VAINILLA,,10.0,,,No,No,Si,,,No,No,2900000,Según categoría,Según categoría,No
283,Bebidas Gatunas Frías,Frappé's Gatunos,FRAPPE,FRAPPÉ GATUNO,Refrescante bebida con una variedad de sabores deliciosos.,55.0,7.94716,,Si,Si,Si,,47.05284,Si,Si,17100000,Según categoría,Según categoría,Si
856,Bebidas Gatunas Frías,Frappé's Gatunos,,FRAPPE MAGNUM,,0.0,,,No,No,Si,,,No,Si,71500000,Según categoría,Según categoría,Si
857,Bebidas Gatunas Frías,Frappé's Gatunos,,FRAPPE MORDISCO,,0.0,,,No,No,Si,,,No,Si,71600000,Según categoría,Según categoría,Si
725,Bebidas Gatunas Frías,Frappé's Gatunos,,FRESA - CHAMOYADA,,40.0,47.6112,,No,No,Si,,-7.6112,Si,Si,58600000,Según categoría,Según categoría,Si
412,Bebidas Gatunas Frías,Frappé's Gatunos,,FRUTOS ROJOS FRAPPE,,67.0,,,Si,No,Si,,,No,No,28400000,Según categoría,Según categoría,Si
708,Bebidas Gatunas Frías,Frappé's Gatunos,,GANSITO FRAPPE,,17.0,6.15,,Si,No,Si,,10.85,No,No,56900000,Según categoría,Según categoría,Si
22,Bebidas Gatunas Frías,Frappé's Gatunos,,HORCHATA FRAPPÉ,,10.0,,,Si,No,Si,,,No,No,8100000,Según categoría,Según categoría,No
407,Bebidas Gatunas Frías,Frappé's Gatunos,,JAVA CHIPS FRAPPÉ,,10.0,,,Si,No,Si,,,No,No,5900000,Según categoría,Según categoría,No
303,Bebidas Gatunas Frías,Frappé's Gatunos,,KITKAT FRAPPÉ,,20.0,,,Si,No,Si,,,No,No,19100000,Según categoría,Según categoría,Si
845,Bebidas Gatunas Frías,Frappé's Gatunos,,MAGNUM FRAPPE,,35.0,15.0,,Si,No,Si,,20.0,No,No,70400000,Según categoría,Según categoría,Si
23,Bebidas Gatunas Frías,Frappé's Gatunos,,MARSHMALLOW CHOCOLATE FRAPPÉ,,10.0,,,Si,No,Si,,,No,No,10700000,Según categoría,Según categoría,No
24,Bebidas Gatunas Frías,Frappé's Gatunos,,MATCHA FRAPPÉ,,17.0,,,Si,No,Si,,,No,No,11000000,Según categoría,Según categoría,No
75,Bebidas Gatunas Frías,Frappé's Gatunos,,MAZAPÁN FRAPPÉ,,17.0,13.3906,,Si,No,Si,,3.6094,No,No,11100000,Según categoría,Según categoría,Si
25,Bebidas Gatunas Frías,Frappé's Gatunos,,MOKACCINO FRAPPÉ,,17.0,,,Si,No,Si,,,No,No,11400000,Según categoría,Según categoría,No
638,Bebidas Gatunas Frías,Frappé's Gatunos,,PAN DE MUERTO FRAPPÉ,,17.0,,,Si,No,Si,,,No,No,50200000,Según categoría,Según categoría,Si
76,Bebidas Gatunas Frías,Frappé's Gatunos,,PAY DE LIMÓN FRAPPÉ,,17.0,,,Si,No,Si,,,No,No,12800000,Según categoría,Según categoría,No
453,Bebidas Gatunas Frías,Frappé's Gatunos,,PIÑACOLADA FRAPPÉ,,17.0,,,No,No,No,,,No,No,32300000,Según categoría,Según categoría,No
26,Bebidas Gatunas Frías,Frappé's Gatunos,,PISTACHE FRAPPÉ,,10.0,,,Si,No,Si,,,No,No,13500000,Según categoría,Según categoría,No
27,Bebidas Gatunas Frías,Frappé's Gatunos,,RED VELVET CHOCOLATE FRAPPÉ,,10.0,,,Si,No,Si,,,No,No,14300000,Según categoría,Según categoría,Si
452,Bebidas Gatunas Frías,Frappé's Gatunos,,ROMPOPE FRAPPÉ,,17.0,,,No,No,No,,,No,No,32200000,Según categoría,Según categoría,No
28,Bebidas Gatunas Frías,Frappé's Gatunos,,STRAWBERRY CREAM (FRESA) FRAPPÉ,,10.0,9.06615,,Si,No,Si,,0.93385,No,No,14900000,Según categoría,Según categoría,No
29,Bebidas Gatunas Frías,Frappé's Gatunos,,TARO FRAPPÉ,,10.0,,,Si,No,Si,,,No,No,15200000,Según categoría,Según categoría,No
375,Bebidas Gatunas Frías,Frappé's Gatunos,,TARO PURPLE FRAPPÉ,,17.0,,,Si,No,Si,,,No,No,25500000,Según categoría,Según categoría,Si
30,Bebidas Gatunas Frías,Frappé's Gatunos,,VAINILLA FRAPPÉ,,10.0,,,Si,No,Si,,,No,No,15700000,Según categoría,Según categoría,No
31,Bebidas Gatunas Frías,Frappé's Gatunos,,ZARZA CREMOSA FRAPPÉ,,10.0,,,Si,No,Si,,,No,No,16100000,Según categoría,Según categoría,No
587,Bebidas Gatunas Frías,Frappés Gatunos,,Frappé Gatuno Algodón de Azúcar,,73.0,,,No,No,No,,,No,Si,45100000,Según categoría,Según categoría,No
588,Bebidas Gatunas Frías,Frappés Gatunos,,Frappé Gatuno Bayleys,,73.0,,,No,No,No,,,No,Si,45200000,Según categoría,Según categoría,No
589,Bebidas Gatunas Frías,Frappés Gatunos,,Frappé Gatuno Cereza,,73.0,,,No,No,No,,,No,Si,45300000,Según categoría,Según categoría,No
592,Bebidas Gatunas Frías,Frappés Gatunos,,Frappé Gatuno Chai Manzana Canela,,73.0,,,No,No,No,,,No,Si,45600000,Según categoría,Según categoría,No
591,Bebidas Gatunas Frías,Frappés Gatunos,,Frappé Gatuno Chai Miel,,73.0,,,No,No,No,,,No,Si,45500000,Según categoría,Según categoría,No
590,Bebidas Gatunas Frías,Frappés Gatunos,,Frappé Gatuno Chai Vainilla,,73.0,,,No,No,No,,,No,Si,45400000,Según categoría,Según categoría,No
595,Bebidas Gatunas Frías,Frappés Gatunos,,Frappé Gatuno Choco Cereza,,73.0,,,No,No,No,,,No,Si,45900000,Según categoría,Según categoría,No
593,Bebidas Gatunas Frías,Frappés Gatunos,,Frappé Gatuno Chocolate,,73.0,,,No,No,No,,,No,Si,45700000,Según categoría,Según categoría,No
594,Bebidas Gatunas Frías,Frappés Gatunos,,Frappé Gatuno Chocolate Blanco,,73.0,,,No,No,No,,,No,Si,45800000,Según categoría,Según categoría,No
596,Bebidas Gatunas Frías,Frappés Gatunos,,Frappé Gatuno Conejito Turín,,109.0,,,No,No,No,,,No,Si,46000000,Según categoría,Según categoría,No
597,Bebidas Gatunas Frías,Frappés Gatunos,,Frappé Gatuno Ferrero,,109.0,,,No,No,No,,,No,Si,46100000,Según categoría,Según categoría,No
598,Bebidas Gatunas Frías,Frappés Gatunos,,Frappé Gatuno Horchata,,73.0,,,No,No,No,,,No,Si,46200000,Según categoría,Según categoría,No
599,Bebidas Gatunas Frías,Frappés Gatunos,,Frappé Gatuno Matcha,,86.0,,,No,No,No,,,No,Si,46300000,Según categoría,Según categoría,No
600,Bebidas Gatunas Frías,Frappés Gatunos,,Frappé Gatuno Mazapán,,86.0,,,No,No,No,,,No,Si,46400000,Según categoría,Según categoría,No
601,Bebidas Gatunas Frías,Frappés Gatunos,,Frappé Gatuno Mokaccino,,73.0,,,No,No,No,,,No,Si,46500000,Según categoría,Según categoría,No
602,Bebidas Gatunas Frías,Frappés Gatunos,,Frappé Gatuno Piña Colada,,86.0,,,No,No,No,,,No,Si,46600000,Según categoría,Según categoría,No
603,Bebidas Gatunas Frías,Frappés Gatunos,,Frappé Gatuno Red Velvet Chocolate,,73.0,,,No,No,No,,,No,Si,46700000,Según categoría,Según categoría,No
604,Bebidas Gatunas Frías,Frappés Gatunos,,Frappé Gatuno Rompope,,86.0,,,No,No,No,,,No,Si,46800000,Según categoría,Según categoría,No
605,Bebidas Gatunas Frías,Frappés Gatunos,,Frappé Gatuno Strawberry Cream,,86.0,,,No,No,No,,,No,Si,46900000,Según categoría,Según categoría,No
606,Bebidas Gatunas Frías,Frappés Gatunos,,Frappé Gatuno Taro,,73.0,,,No,No,No,,,No,Si,47000000,Según categoría,Según categoría,No
607,Bebidas Gatunas Frías,Frappés Gatunos,,Frappé Gatuno Taro Purple,,86.0,,,No,No,No,,,No,Si,47100000,Según categoría,Según categoría,No
608,Bebidas Gatunas Frías,Frappés Gatunos,,Frappé Gatuno Vainilla,,73.0,,,No,No,No,,,No,Si,47200000,Según categoría,Según categoría,No
698,Bebidas Gatunas Frías,Frappés Gatunos,,L,,0.0,,,No,No,No,,,No,No,3600000,Según categoría,Según categoría,No
891,Bebidas Gatunas Frías,Frappés Gatunos,,MMATCHA COCO,,0.0,,,Si,No,No,,,No,Si,75000000,Según categoría,Según categoría,No
839,Bebidas Gatunas Frías,Granizados,,DRAGON FRUIT - GRANIZADOS,,15.0,,,Si,No,Si,,,No,No,69800000,Según categoría,Según categoría,Si
609,Bebidas Gatunas Frías,Granizados,,Granizado Chicle,,65.0,,,No,No,No,,,No,Si,47300000,Según categoría,Según categoría,No
610,Bebidas Gatunas Frías,Granizados,,Granizado Kiwi,,65.0,,,No,No,No,,,No,Si,47400000,Según categoría,Según categoría,No
771,Bebidas Gatunas Frías,Granizados,,Magnum,,30.0,,,Si,No,Si,,,No,Si,63000000,Según categoría,Según categoría,Si
720,Bebidas Gatunas Frías,Granizados & Chamoyadas,,CEREZA - CHAMOYADA,,40.0,2.9396,,No,No,Si,,37.0604,Si,Si,58100000,Según categoría,Según categoría,Si
279,Bebidas Gatunas Frías,Granizados & Chamoyadas,,CHAM DE TAMARINDO,,0.0,,,No,No,Si,,,No,No,16700000,Según categoría,Según categoría,No
101,Bebidas Gatunas Frías,Granizados & Chamoyadas,CHAM,CHAMOYADA,Bebida refrescante agridulce junto a una paleta de hielo.,40.0,2.285,,No,Si,Si,,37.715,Si,Si,9500000,Según categoría,Según categoría,Si
713,Bebidas Gatunas Frías,Granizados & Chamoyadas,CHAM_14,CHAMOYADA 14 OZ,,40.0,17.0,,Si,No,Si,,23.0,No,No,57400000,Según categoría,Según categoría,Si
679,Bebidas Gatunas Frías,Granizados & Chamoyadas,,CHAMOYADA 16 OZ,,51.0,10.90186,,Si,No,Si,,40.09814,No,No,54300000,Según categoría,Según categoría,Si
455,Bebidas Gatunas Frías,Granizados & Chamoyadas,,FAPPÉ DE AGUA 14 OZ (CH),,0.0,,,Si,No,No,,,No,No,32500000,Según categoría,Según categoría,Si
459,Bebidas Gatunas Frías,Granizados & Chamoyadas,,FRAPPÉ  16OZ,,10.0,,,Si,No,No,,,No,No,32900000,Según categoría,Según categoría,Si
125,Bebidas Gatunas Frías,Granizados & Chamoyadas,GRAN,FRAPPÉ DE AGUA GRANIZADO,,35.0,1.84,,Si,Si,Si,,33.16,Si,Si,9000000,Según categoría,Según categoría,Si
719,Bebidas Gatunas Frías,Granizados & Chamoyadas,,FRESA - FRAPPÉ DE AGUA,,0.0,,,Si,No,No,,,No,No,58000000,Según categoría,Según categoría,Si
278,Bebidas Gatunas Frías,Granizados & Chamoyadas,,FRESA SANDÍA - CHAMOYADA,,40.0,4.7996,,Si,No,Si,,35.2004,Si,Si,16600000,Según categoría,Según categoría,Si
718,Bebidas Gatunas Frías,Granizados & Chamoyadas,,FRESA SANDÍA - FRAPPÉ  DE AGUA,,0.0,,,Si,No,No,,,No,No,57900000,Según categoría,Según categoría,Si
721,Bebidas Gatunas Frías,Granizados & Chamoyadas,,FRUTOS ROJOS - CHAMOYADA,,40.0,2.9396,,No,No,Si,,37.0604,Si,Si,58200000,Según categoría,Según categoría,Si
122,Bebidas Gatunas Frías,Granizados & Chamoyadas,,FRUTOS ROJOS - FRAPPÉ DE AGUA,,0.0,,,Si,No,Si,,,No,No,7000000,Según categoría,Según categoría,No
123,Bebidas Gatunas Frías,Granizados & Chamoyadas,,GRANIZADO GUAYABA,,0.0,,,No,No,Si,,,No,No,7300000,Según categoría,Según categoría,No
133,Bebidas Gatunas Frías,Granizados & Chamoyadas,,GRANIZADO TAMARINDO,,0.0,,,No,No,Si,,,No,No,15000000,Según categoría,Según categoría,No
121,Bebidas Gatunas Frías,Granizados & Chamoyadas,,ICE CEREZA - FRAPPÉ DE AGUA,,0.0,,,Si,No,Si,,,No,No,2400000,Según categoría,Según categoría,No
130,Bebidas Gatunas Frías,Granizados & Chamoyadas,,ICE MORA AZUL - FAPPÉ  DE AGUA,,0.0,,,Si,No,Si,,,No,No,11500000,Según categoría,Según categoría,No
124,Bebidas Gatunas Frías,Granizados & Chamoyadas,,KIWI - FRAPPÉ DE AGUA,,0.0,,,Si,No,Si,,,No,No,8300000,Según categoría,Según categoría,No
282,Bebidas Gatunas Frías,Granizados & Chamoyadas,,LIMÓN - CHAMOYADA,,40.0,2.9396,,Si,No,Si,,37.0604,Si,Si,17000000,Según categoría,Según categoría,Si
717,Bebidas Gatunas Frías,Granizados & Chamoyadas,,LIMÓN - FRAPPÉ DE AGUA,,0.0,,,Si,No,No,,,No,No,57800000,Según categoría,Según categoría,No
126,Bebidas Gatunas Frías,Granizados & Chamoyadas,,MANDARINA - GRANIZADO,,0.0,,,No,No,Si,,,No,No,9400000,Según categoría,Según categoría,No
277,Bebidas Gatunas Frías,Granizados & Chamoyadas,,MANGO - CHAMOYADA,,40.0,17.56216,,Si,No,Si,,22.43784,Si,No,16500000,Según categoría,Según categoría,Si
127,Bebidas Gatunas Frías,Granizados & Chamoyadas,,MANGO - FRAPPÉ DE AGUA,,0.0,,,Si,No,Si,,,No,No,9600000,Según categoría,Según categoría,No
281,Bebidas Gatunas Frías,Granizados & Chamoyadas,,MARACUYÁ - CHAMOYADA,"Refrescantes, dulces y picositas. Fruta natural, hielo frappé y chamoy con chilito. ¡El antojo perfecto en cada sorbo! 🍧🔥",40.0,2.9396,,No,No,Si,,37.0604,Si,Si,16900000,Según categoría,Según categoría,Si
128,Bebidas Gatunas Frías,Granizados & Chamoyadas,,MARACUYÁ - FRAPPÉ DE AGUA,,0.0,,,Si,No,Si,,,No,No,10500000,Según categoría,Según categoría,No
722,Bebidas Gatunas Frías,Granizados & Chamoyadas,,MOJITO - CHAMOYADA,,40.0,2.7116,,No,No,No,,37.2884,Si,Si,58300000,Según categoría,Según categoría,Si
129,Bebidas Gatunas Frías,Granizados & Chamoyadas,,MOJITO - FRAPPÉ DE AGUA,,0.0,,,Si,No,Si,,,No,No,11200000,Según categoría,Según categoría,No
723,Bebidas Gatunas Frías,Granizados & Chamoyadas,,MORA AZUL - CHAMOYADA,,40.0,2.7116,,Si,No,No,,37.2884,Si,Si,58400000,Según categoría,Según categoría,Si
280,Bebidas Gatunas Frías,Granizados & Chamoyadas,,PEPINO LIMÓN - CHAMOYADA,,40.0,2.9396,,No,No,Si,,37.0604,Si,Si,16800000,Según categoría,Según categoría,Si
131,Bebidas Gatunas Frías,Granizados & Chamoyadas,,PEPINO LIMÓN - GRANIZADO,,0.0,,,No,No,Si,,,No,No,13100000,Según categoría,Según categoría,No
451,Bebidas Gatunas Frías,Granizados & Chamoyadas,,PIÑA COLADA GRANIZADO,,0.0,,,No,No,Si,,,No,No,32100000,Según categoría,Según categoría,Si
732,Bebidas Gatunas Frías,Granizados & Chamoyadas,,PINK LEMONADE - CHAMOYADA,,40.0,2.7116,,No,No,Si,,37.2884,Si,Si,59300000,Según categoría,Según categoría,Si
450,Bebidas Gatunas Frías,Granizados & Chamoyadas,,ROMPOPE - GRANIZADO,,0.0,,,No,No,No,,,No,No,32000000,Según categoría,Según categoría,Si
724,Bebidas Gatunas Frías,Granizados & Chamoyadas,,SANDÍA - CHAMOYADA,,40.0,5.0096,,Si,No,Si,,34.9904,Si,Si,58500000,Según categoría,Según categoría,Si
132,Bebidas Gatunas Frías,Granizados & Chamoyadas,,SANDÍA -FRAPPÉ DE AGUA,,0.0,,,Si,No,No,,,No,No,14400000,Según categoría,Según categoría,Si
463,Bebidas Gatunas Frías,Granizados & Chamoyadas,,SMOOTHIE FRUTOS ROJOS,,60.0,,,Si,No,Si,,,Si,Si,33300000,Según categoría,Según categoría,Si
644,Bebidas Gatunas Frías,Licuados & Malteadas,,CHILATE,,45.0,,,Si,No,Si,,,No,Si,50800000,Según categoría,Según categoría,Si
118,Bebidas Gatunas Frías,Licuados & Malteadas,,CHOCOBANA LICUADOS,,35.0,,,No,No,Si,,,No,Si,3500000,Según categoría,Según categoría,Si
115,Bebidas Gatunas Frías,Licuados & Malteadas,,CHOCOLATE LICUADOS,,35.0,,,Si,No,Si,,,No,Si,4500000,Según categoría,Según categoría,Si
112,Bebidas Gatunas Frías,Licuados & Malteadas,,CHOCOLATE MALTEADAS,,0.0,,,Si,No,Si,,,No,No,4600000,Según categoría,Según categoría,Si
113,Bebidas Gatunas Frías,Licuados & Malteadas,,COOKIES & CREAM MALTEADAS,,0.0,,,Si,No,Si,,,No,No,5300000,Según categoría,Según categoría,Si
120,Bebidas Gatunas Frías,Licuados & Malteadas,,FRESA CREMOSA LICUADOS,,35.0,,,Si,No,Si,,,No,Si,6300000,Según categoría,Según categoría,Si
111,Bebidas Gatunas Frías,Licuados & Malteadas,,FRESA MALTEADAS,,0.0,,,Si,No,Si,,,No,No,6400000,Según categoría,Según categoría,Si
117,Bebidas Gatunas Frías,Licuados & Malteadas,,FRUTOS ROJOS LICUADOS,,35.0,,,Si,No,Si,,,No,No,7100000,Según categoría,Según categoría,Si
419,Bebidas Gatunas Frías,Licuados & Malteadas,,LECHE DESLACTOSADA LIGHT,,0.0,,,No,No,Si,,,No,No,29000000,Según categoría,Según categoría,Si
420,Bebidas Gatunas Frías,Licuados & Malteadas,LICU,LICUADO GATUNO,,35.0,,,No,No,Si,,,Si,No,29100000,Según categoría,Según categoría,Si
312,Bebidas Gatunas Frías,Licuados & Malteadas,MAL,MALTEADA GATUNA,,75.0,9.22744,,Si,Si,No,,65.77256,Si,Si,19900000,Según categoría,Según categoría,Si
408,Bebidas Gatunas Frías,Licuados & Malteadas,SMOT,SMOOTHIE,,50.0,,,No,No,Si,,,Si,Si,28000000,Según categoría,Según categoría,Si
409,Bebidas Gatunas Frías,Licuados & Malteadas,SMO_FR,SMOOTHIE FRESA,,60.0,,,Si,No,Si,,,Si,Si,28100000,Según categoría,Según categoría,No
653,Bebidas Gatunas Frías,Licuados & Malteadas,SMO_MA,SMOOTHIE MANGO,,60.0,12.1539,,Si,No,Si,,47.8461,Si,Si,51700000,Según categoría,Según categoría,No
119,Bebidas Gatunas Frías,Licuados & Malteadas,,VAINIBANANA LICUADOS,,37.0,,,No,No,Si,,,No,Si,15500000,Según categoría,Según categoría,No
116,Bebidas Gatunas Frías,Licuados & Malteadas,,VAINILLA LICUADOS,,30.0,,,No,No,Si,,,No,Si,15800000,Según categoría,Según categoría,No
114,Bebidas Gatunas Frías,Licuados & Malteadas,,VAINILLA MALTEADAS,,0.0,,,Si,No,Si,,,No,No,15900000,Según categoría,Según categoría,Si
392,Bebidas Gatunas Frías,Licuados & Malteadas,VAQ,Vaquitas,,20.0,6.0,,No,No,Si,,14.0,No,Si,27100000,Según categoría,Según categoría,Si
624,Bebidas Gatunas Frías,Malteadas,,Malteada Chocolate,,95.0,,,No,No,No,,,No,Si,48800000,Según categoría,Según categoría,No
625,Bebidas Gatunas Frías,Malteadas,,Malteada Cookies & Cream,,95.0,,,No,No,No,,,No,Si,48900000,Según categoría,Según categoría,No
623,Bebidas Gatunas Frías,Malteadas,,Malteada Fresa,,95.0,,,No,No,No,,,No,Si,48700000,Según categoría,Según categoría,No
681,Bebidas Gatunas Frías,Mojito,,AMORE MIO - MOJITO,,80.0,,,Si,No,Si,,,No,Si,54500000,Según categoría,Según categoría,Si
682,Bebidas Gatunas Frías,Mojito,,BLUE BUTTERFLY - MOJITO,,80.0,,,Si,No,Si,,,No,Si,54600000,Según categoría,Según categoría,Si
683,Bebidas Gatunas Frías,Mojito,,DALGI - MOJITO,,80.0,,,Si,No,No,,,No,Si,54700000,Según categoría,Según categoría,Si
684,Bebidas Gatunas Frías,Mojito,,MANGO GO - MOJITO,,80.0,,,Si,No,Si,,,No,Si,54800000,Según categoría,Según categoría,Si
878,Bebidas Gatunas Frías,Refrescos,,ARIZONA,,29.0,,,No,No,No,,,No,Si,73700000,Si,Si,No
456,Bebidas Gatunas Frías,Refrescos,,ARIZONA 591 ml,,29.0,14.08,,Si,No,Si,,14.92,Si,Si,32600000,Según categoría,Según categoría,No
877,Bebidas Gatunas Frías,Refrescos,,COCACOLA,,29.0,,,No,No,No,,,No,Si,73600000,Según categoría,Según categoría,No
309,Bebidas Gatunas Frías,Refrescos,,COCA COLA 355ml,,29.0,17.91,,Si,No,Si,8.0,11.09,No,Si,19600000,Según categoría,Según categoría,No
308,Bebidas Gatunas Frías,Refrescos,,COCA COLA 600 ML,,25.0,18.0,,No,No,Si,,7.0,No,Si,19700000,Según categoría,Según categoría,Si
893,Bebidas Gatunas Frías,Refrescos,,Jarritos lata 355ml,,25.0,,,Si,No,Si,,,No,Si,75200000,Según categoría,Según categoría,Si
394,Bebidas Gatunas Frías,Refrescos,,MANZANITA DELICIOSA MINI,,15.0,5.63,,No,No,Si,,9.37,No,Si,27300000,Según categoría,Según categoría,Si
391,Bebidas Gatunas Frías,Refrescos,,SANGRIA 400ML,,20.0,,,No,No,Si,,,No,Si,27000000,Según categoría,Según categoría,Si
83,Bebidas Gatunas Frías,Sodas Explosivas,,BUBALOO - Sodas explosivas,,0.0,5.106,,Si,No,Si,,-5.106,No,No,1400000,Según categoría,Según categoría,Si
403,Bebidas Gatunas Frías,Sodas Explosivas,,CEREZA NEGRA - Perlas explosivas,,0.0,,,No,No,Si,,,No,No,27800000,Según categoría,Según categoría,Si
763,Bebidas Gatunas Frías,Sodas Explosivas,,CEREZA Perlas explosivas,,0.0,,,Si,No,Si,,,No,No,62200000,Según categoría,Según categoría,Si
81,Bebidas Gatunas Frías,Sodas Explosivas,,CEREZA - Sodas explosivas,,0.0,,,Si,No,Si,,,No,No,2600000,Según categoría,Según categoría,Si
846,Bebidas Gatunas Frías,Sodas Explosivas,,CHAMOY,,0.0,0.0,,No,No,No,,0.0,No,Si,70500000,Según categoría,Según categoría,No
93,Bebidas Gatunas Frías,Sodas Explosivas,,CHICLE - Perlas Explosivas,,0.0,,,Si,No,Si,,,No,No,3200000,Según categoría,Según categoría,Si
82,Bebidas Gatunas Frías,Sodas Explosivas,,CHICLE - Sodas explosivas,,0.0,,,Si,No,Si,,,No,No,3300000,Según categoría,Según categoría,Si
304,Bebidas Gatunas Frías,Sodas Explosivas,,CHOCOLATE Perlas explosivas,,0.0,,,Si,No,Si,,,No,No,19200000,Según categoría,Según categoría,Si
449,Bebidas Gatunas Frías,Sodas Explosivas,,DURAZNO - Sodas explosivas,,0.0,,,Si,No,Si,,,No,Si,31900000,Según categoría,Según categoría,Si
84,Bebidas Gatunas Frías,Sodas Explosivas,,FRAMBUESA - Sodas explosivas,,0.0,,,Si,No,Si,,,No,No,6100000,Según categoría,Según categoría,Si
94,Bebidas Gatunas Frías,Sodas Explosivas,,FRESA Perlas Explosivas,,0.0,,,Si,No,Si,-133.0,,No,No,6700000,Según categoría,Según categoría,Si
85,Bebidas Gatunas Frías,Sodas Explosivas,,FRESA - Sodas explosivas,,0.0,,,Si,No,Si,,,No,No,6800000,Según categoría,Según categoría,Si
850,Bebidas Gatunas Frías,Sodas Explosivas,,frutos rojos,,0.0,,,No,No,Si,,,No,Si,70900000,Según categoría,Según categoría,Si
98,Bebidas Gatunas Frías,Sodas Explosivas,,KIWI Perlas explosivas,,0.0,,,Si,No,Si,,,No,No,8400000,Según categoría,Según categoría,Si
86,Bebidas Gatunas Frías,Sodas Explosivas,,KIWI - Sodas explosivas,,0.0,,,Si,No,Si,,,No,No,8500000,Según categoría,Según categoría,Si
99,Bebidas Gatunas Frías,Sodas Explosivas,,LITCHI Perlas explosivas,,0.0,,,Si,No,Si,,,No,No,9200000,Según categoría,Según categoría,No
87,Bebidas Gatunas Frías,Sodas Explosivas,,LITCHI - Sodas explosivas,,0.0,,,Si,No,Si,,,No,No,9300000,Según categoría,Según categoría,Si
96,Bebidas Gatunas Frías,Sodas Explosivas,,MANGO Perlas explosivas,,0.0,,,Si,No,Si,,,No,No,9700000,Según categoría,Según categoría,No
88,Bebidas Gatunas Frías,Sodas Explosivas,,MANGO - Sodas explosivas,,0.0,,,Si,No,Si,,,No,No,9800000,Según categoría,Según categoría,Si
95,Bebidas Gatunas Frías,Sodas Explosivas,,MANZANA VERDE Perlas explosivas,,0.0,,,Si,No,Si,,,No,No,9900000,Según categoría,Según categoría,No
90,Bebidas Gatunas Frías,Sodas Explosivas,,MANZANA VERDE - Sodas explosivas,,0.0,,,Si,No,Si,,,No,No,10000000,Según categoría,Según categoría,Si
91,Bebidas Gatunas Frías,Sodas Explosivas,,MARACUYA - Sodas explosivas,,0.0,,,Si,No,Si,,,No,No,10600000,Según categoría,Según categoría,Si
97,Bebidas Gatunas Frías,Sodas Explosivas,,MORA AZUL - Perlas explosivas,,0.0,,,Si,No,Si,,,No,No,11600000,Según categoría,Según categoría,No
89,Bebidas Gatunas Frías,Sodas Explosivas,,MORA AZUL - Sodas explosivas,,0.0,,,Si,No,Si,,,No,No,11700000,Según categoría,Según categoría,Si
479,Bebidas Gatunas Frías,Sodas Explosivas,,NEON FRUTOS ROJOS - Sodas explosivas,,0.0,,,No,No,Si,,,No,No,34800000,Según categoría,Según categoría,Si
480,Bebidas Gatunas Frías,Sodas Explosivas,,NEON MANZANA VERDE - Sodas explosivas,,0.0,,,No,No,Si,,,No,No,34900000,Según categoría,Según categoría,Si
